,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,imdb_score_label
2114,22.0,143.0,688.0,42.0,638.0,5000000.0,1547,788,2.0,50.0,25000000.0,1970.0,50.0,6.2,2.35,104,Good
2115,41.0,77.0,37.0,795.0,3000.0,9694105.0,8176,5568,0.0,77.0,22000000.0,1999.0,968.0,3.8,2.35,272,Bad
2120,176.0,100.0,21.0,552.0,14000.0,13746550.0,29322,15922,5.0,104.0,2000000.0,2012.0,618.0,6.1,2.35,0,Good
2121,98.0,104.0,144.0,290.0,939.0,20668843.0,16831,2453,3.0,54.0,22000000.0,2008.0,875.0,5.8,2.35,687,Average
2124,138.0,105.0,43.0,827.0,22000.0,1796024.0,34985,37766,1.0,135.0,22000000.0,2010.0,14000.0,5.4,2.35,0,Average
2126,288.0,116.0,108.0,120.0,23000.0,11326836.0,83171,24134,0.0,231.0,22000000.0,2013.0,820.0,6.8,2.35,17000,Good
2127,299.0,119.0,209.0,521.0,1000.0,49024969.0,133367,3284,0.0,363.0,25000000.0,2007.0,896.0,7.3,2.35,0,Good
2128,27.0,101.0,88.0,812.0,957.0,22294341.0,12278,4629,3.0,71.0,21500000.0,1996.0,821.0,6.5,1.85,758,Good
2129,155.0,117.0,89.0,442.0,12000.0,24362501.0,69980,13576,1.0,591.0,21500000.0,1999.0,541.0,7.2,2.35,0,Good
2131,275.0,112.0,11000.0,159.0,385.0,16684352.0,67893,1205,0.0,163.0,17000000.0,2012.0,223.0,6.3,1.85,18000,Good
2132,43.0,136.0,16000.0,216.0,16000.0,46700000.0,19832,16805,1.0,98.0,21000000.0,1982.0,281.0,5.9,2.35,0,Average
2133,163.0,81.0,406.0,406.0,893.0,52008288.0,162037,3003,1.0,928.0,21000000.0,1999.0,795.0,7.8,1.85,0,Good
2134,168.0,87.0,0.0,548.0,22000.0,8579684.0,89547,24324,0.0,199.0,9000000.0,2007.0,557.0,7.4,1.85,0,Good
2135,60.0,96.0,8.0,199.0,533.0,42660000.0,25086,1254,0.0,87.0,17000000.0,1993.0,219.0,4.8,1.85,1000,Average
2136,85.0,106.0,48.0,39.0,18000.0,40219708.0,22649,18630,3.0,131.0,21000000.0,2001.0,558.0,6.3,1.85,0,Good
2137,539.0,122.0,737.0,14000.0,34000.0,132088910.0,533607,72115,0.0,692.0,21000000.0,2012.0,22000.0,7.8,2.35,117000,Good
2141,140.0,110.0,65.0,149.0,3000.0,24848292.0,80556,4089,1.0,184.0,20000000.0,2008.0,427.0,6.6,2.35,0,Good
2142,85.0,104.0,52.0,484.0,711.0,17757087.0,13065,3162,1.0,253.0,21000000.0,1999.0,490.0,4.6,1.85,897,Average
2144,217.0,98.0,0.0,374.0,925.0,9430988.0,45992,1997,2.0,115.0,17000000.0,2009.0,472.0,7.1,2.35,7000,Good
2145,131.0,120.0,0.0,886.0,1000.0,16284360.0,15079,6212,1.0,79.0,21000000.0,2008.0,901.0,6.1,2.35,1000,Good
2146,111.0,112.0,52.0,347.0,15000.0,6830957.0,11983,16692,3.0,147.0,21000000.0,2002.0,1000.0,6.7,2.35,365,Good
2148,16.0,102.0,18.0,186.0,670.0,15593.0,2295,1562,1.0,40.0,21000000.0,1999.0,419.0,5.8,1.85,284,Average
2149,276.0,91.0,0.0,220.0,34000.0,958319.0,39764,34705,0.0,148.0,21000000.0,2011.0,242.0,6.7,2.35,17000,Good
2150,11.0,114.0,19.0,842.0,1000.0,69700000.0,7748,3688,2.0,48.0,35000000.0,1982.0,883.0,5.8,2.35,0,Average
2152,234.0,115.0,14000.0,488.0,11000.0,242374454.0,661017,12906,1.0,771.0,18000000.0,1981.0,783.0,8.5,2.35,16000,Very good
2153,37.0,120.0,0.0,1000.0,3000.0,173585516.0,200077,7860,2.0,189.0,18000000.0,1992.0,1000.0,6.6,1.85,0,Good
2154,171.0,135.0,14000.0,252.0,559.0,128300000.0,139288,1591,0.0,339.0,19400870.0,1977.0,481.0,7.7,2.35,0,Good
2155,148.0,90.0,2.0,807.0,16000.0,20259297.0,24969,19952,0.0,258.0,20000000.0,2006.0,1000.0,4.7,2.35,0,Average
2156,50.0,100.0,12000.0,605.0,936.0,153665036.0,84824,4121,1.0,95.0,28000000.0,1987.0,901.0,6.4,2.35,0,Good
2157,121.0,105.0,163.0,338.0,1000.0,132541238.0,30058,2505,2.0,236.0,33000000.0,2003.0,409.0,5.5,2.35,800,Average
2158,185.0,138.0,438.0,173.0,12000.0,130727000.0,887467,13184,0.0,916.0,19000000.0,1991.0,826.0,8.6,1.85,40000,Very good
2159,61.0,94.0,122.0,617.0,1000.0,121697350.0,114610,4263,2.0,176.0,20000000.0,1992.0,619.0,7.0,1.85,0,Good
2160,156.0,101.0,79.0,218.0,608.0,117224271.0,47794,1787,1.0,81.0,20000000.0,2010.0,362.0,7.1,1.78,0,Good
2161,75.0,131.0,82.0,85.0,813.0,102922376.0,51314,1520,0.0,265.0,20000000.0,1978.0,366.0,5.7,2.35,0,Average
2162,100.0,91.0,67.0,597.0,2000.0,94497271.0,17829,4729,1.0,99.0,20000000.0,2008.0,641.0,3.7,2.35,0,Bad
2163,511.0,112.0,0.0,697.0,6000.0,137387272.0,300110,9049,0.0,807.0,20000000.0,2013.0,960.0,7.5,2.35,131000,Good
2164,75.0,95.0,32.0,563.0,826.0,82301521.0,22679,3558,2.0,149.0,32000000.0,2005.0,642.0,4.6,1.85,773,Average
2165,148.0,100.0,265.0,265.0,989.0,84518155.0,35965,2654,0.0,144.0,20000000.0,2014.0,830.0,4.9,1.85,11000,Average
2166,253.0,105.0,154.0,501.0,884.0,80050171.0,186984,2287,0.0,491.0,20000000.0,2007.0,617.0,6.9,1.85,0,Good
2167,204.0,108.0,0.0,487.0,2000.0,81257845.0,210680,4403,1.0,479.0,35000000.0,2003.0,931.0,7.1,1.85,0,Good
2168,72.0,101.0,545.0,545.0,1000.0,70360285.0,81783,3816,0.0,283.0,18000000.0,1995.0,1000.0,5.8,1.85,0,Average
2169,98.0,114.0,118.0,40.0,489.0,12831121.0,44979,679,0.0,298.0,30000000.0,2004.0,93.0,7.0,2.35,0,Good
2170,62.0,109.0,322.0,861.0,1000.0,69148997.0,98794,6313,4.0,251.0,37000000.0,2004.0,960.0,5.4,1.85,0,Average
2171,549.0,115.0,729.0,552.0,8000.0,82624961.0,205284,9578,0.0,439.0,20000000.0,2011.0,727.0,7.3,2.35,22000,Good
2172,106.0,117.0,99.0,165.0,596.0,67325559.0,58222,1293,0.0,331.0,20000000.0,2003.0,265.0,7.1,1.85,0,Good
2173,123.0,107.0,30.0,318.0,742.0,62933793.0,62421,2341,1.0,185.0,20000000.0,2010.0,360.0,5.8,2.35,10000,Average
2174,597.0,134.0,0.0,500.0,2000.0,56667870.0,439176,4251,0.0,695.0,20000000.0,2013.0,660.0,8.1,2.35,83000,Very good
2175,64.0,118.0,30.0,284.0,962.0,56398162.0,28649,2390,0.0,185.0,20000000.0,2002.0,593.0,5.7,2.35,2000,Average
2176,40.0,121.0,0.0,721.0,2000.0,60072596.0,7664,6657,8.0,68.0,20000000.0,2010.0,907.0,4.4,1.85,0,Average
2177,111.0,105.0,13000.0,658.0,40000.0,56362352.0,357581,42330,0.0,588.0,20000000.0,1990.0,967.0,7.9,1.85,16000,Good
2179,31.0,114.0,0.0,582.0,982.0,65623128.0,7354,2753,5.0,50.0,20000000.0,2012.0,618.0,4.8,1.85,0,Average
2182,99.0,85.0,64.0,729.0,3000.0,48546578.0,50415,6539,0.0,613.0,20000000.0,2006.0,869.0,2.7,1.85,806,Bad
2183,80.0,72.0,2.0,434.0,1000.0,48423368.0,13324,3402,1.0,79.0,20000000.0,2002.0,677.0,5.8,1.66,302,Average
2185,85.0,72.0,0.0,384.0,3000.0,47887943.0,11634,4480,0.0,58.0,20000000.0,2003.0,455.0,5.4,1.85,227,Average
2186,140.0,89.0,19.0,349.0,526.0,46363118.0,25960,1383,0.0,389.0,20000000.0,2005.0,392.0,4.1,1.85,1000,Average
2187,184.0,96.0,9.0,107.0,826.0,47852604.0,62364,1825,0.0,337.0,20000000.0,2007.0,626.0,5.9,2.35,0,Average
2188,89.0,77.0,25.0,16.0,304.0,45542421.0,13319,575,0.0,53.0,30000000.0,2000.0,253.0,6.3,1.78,347,Good
2190,61.0,111.0,132.0,455.0,1000.0,42652003.0,18915,2851,0.0,87.0,20000000.0,2015.0,465.0,6.8,2.35,33000,Good
2192,112.0,93.0,82.0,729.0,926.0,39737645.0,89687,4293,11.0,666.0,20000000.0,2007.0,869.0,2.3,1.85,0,Bad
2193,166.0,129.0,468.0,183.0,919.0,37567440.0,113068,2024,0.0,337.0,20000000.0,1982.0,691.0,6.9,2.35,0,Good
2194,474.0,128.0,310.0,77.0,745.0,44988180.0,195333,1058,2.0,409.0,20000000.0,2015.0,168.0,8.1,1.85,80000,Very good
2195,165.0,110.0,119.0,332.0,1000.0,39263506.0,40469,2382,1.0,135.0,22000000.0,2008.0,931.0,6.1,2.35,0,Good
2196,131.0,137.0,70.0,464.0,4000.0,39143839.0,38658,5746,0.0,284.0,20000000.0,2006.0,884.0,5.0,1.85,930,Average
2197,29.0,124.0,8.0,232.0,508.0,37672350.0,5427,1660,1.0,51.0,20000000.0,1998.0,270.0,5.5,1.85,0,Average
2198,43.0,93.0,12.0,636.0,18000.0,38037513.0,49680,20188,2.0,117.0,20000000.0,1991.0,769.0,6.2,1.85,0,Good
2199,111.0,115.0,272.0,1000.0,49000.0,37442180.0,28005,52571,1.0,236.0,20000000.0,2006.0,2000.0,6.2,2.35,0,Good
2201,333.0,105.0,210.0,101.0,978.0,35596227.0,79461,1454,1.0,463.0,20000000.0,2010.0,191.0,6.3,2.35,10000,Good
2202,37.0,127.0,16.0,399.0,565.0,35422828.0,19126,1735,1.0,155.0,20000000.0,1997.0,441.0,6.7,2.35,0,Good
2203,122.0,82.0,82.0,354.0,759.0,36658108.0,39095,2898,7.0,187.0,20000000.0,2010.0,401.0,3.5,1.85,16000,Bad
2205,156.0,103.0,189.0,949.0,2000.0,34290142.0,54242,4662,8.0,145.0,19800000.0,2014.0,1000.0,6.6,2.35,14000,Good
2206,293.0,104.0,53.0,652.0,22000.0,33422556.0,99236,33903,0.0,321.0,20000000.0,2008.0,11000.0,7.5,1.85,0,Good
2207,233.0,98.0,406.0,406.0,860.0,32774834.0,136048,2609,5.0,700.0,30000000.0,2004.0,523.0,7.2,2.35,0,Good
2208,282.0,92.0,34.0,322.0,383.0,34334256.0,35131,1945,0.0,255.0,11000000.0,2013.0,333.0,4.8,2.35,16000,Average
2209,57.0,123.0,36.0,631.0,10000.0,32051917.0,42315,12338,0.0,140.0,20000000.0,1995.0,1000.0,6.6,2.35,0,Good
2210,153.0,88.0,92.0,636.0,31000.0,32014289.0,50337,34319,8.0,177.0,20000000.0,2013.0,881.0,3.5,1.85,13000,Bad
2212,324.0,128.0,835.0,755.0,11000.0,31838002.0,136673,13189,1.0,281.0,20000000.0,2008.0,896.0,7.6,1.85,10000,Good
2213,122.0,107.0,58.0,47.0,141.0,36874745.0,12276,389,2.0,117.0,20000000.0,2016.0,76.0,6.3,2.35,21000,Good
2214,156.0,91.0,17.0,78.0,534.0,30079316.0,75920,1083,0.0,474.0,35000000.0,2002.0,385.0,5.5,1.85,0,Average
2215,161.0,90.0,12.0,587.0,786.0,35033759.0,55008,2462,4.0,93.0,19000000.0,2011.0,651.0,6.3,2.35,21000,Good
2216,69.0,115.0,39.0,254.0,13000.0,29753944.0,90677,14275,3.0,389.0,20000000.0,1998.0,481.0,6.5,2.35,0,Good
2218,258.0,113.0,108.0,22.0,1000.0,31146570.0,55441,1136,3.0,165.0,20000000.0,2010.0,100.0,6.9,2.35,0,Good
2221,31.0,101.0,154.0,497.0,1000.0,53146000.0,9845,3174,1.0,77.0,20000000.0,1996.0,816.0,6.1,1.85,613,Good
2223,273.0,108.0,1000.0,1000.0,14000.0,34126138.0,666937,19364,1.0,1514.0,20000000.0,2004.0,4000.0,8.3,1.85,52000,Very good
2224,91.0,105.0,99.0,518.0,2000.0,25677801.0,41273,4813,6.0,136.0,20000000.0,2010.0,938.0,5.8,2.35,0,Average
2225,190.0,109.0,453.0,2000.0,18000.0,26415649.0,94892,33878,4.0,189.0,20000000.0,2008.0,11000.0,6.8,2.35,0,Good
2227,93.0,99.0,26.0,650.0,720.0,25584685.0,15877,3327,5.0,102.0,20000000.0,2007.0,669.0,5.9,2.35,590,Average
2229,180.0,104.0,14.0,756.0,2000.0,31584722.0,101730,5707,1.0,131.0,20000000.0,2010.0,934.0,6.4,2.35,0,Good
2231,112.0,75.0,19.0,806.0,1000.0,23078294.0,25870,3590,0.0,281.0,9000000.0,2006.0,934.0,5.1,2.35,0,Average
2233,84.0,90.0,0.0,518.0,681.0,25077977.0,10986,2486,0.0,84.0,20000000.0,2010.0,611.0,5.3,1.85,0,Average
2234,120.0,97.0,212.0,637.0,960.0,23292105.0,39541,3261,0.0,334.0,20000000.0,2006.0,917.0,5.3,2.35,3000,Average
2236,103.0,89.0,0.0,470.0,87000.0,20916309.0,5332,88422,4.0,37.0,40000000.0,2009.0,570.0,4.9,1.85,431,Average
2237,59.0,106.0,835.0,458.0,1000.0,21200000.0,34774,3598,0.0,162.0,20000000.0,1995.0,967.0,6.8,1.85,1000,Good
2240,114.0,104.0,0.0,877.0,2000.0,20241395.0,42664,5123,0.0,403.0,20000000.0,1998.0,1000.0,6.1,2.35,0,Good
2242,290.0,108.0,13000.0,285.0,606.0,32000000.0,422432,1885,2.0,1040.0,806947.0,1960.0,332.0,8.5,1.85,18000,Very good
2243,80.0,112.0,41.0,490.0,1000.0,19151864.0,36983,3301,3.0,100.0,40000000.0,2008.0,500.0,5.9,1.85,0,Average
2244,98.0,104.0,19.0,942.0,15000.0,23393765.0,31323,18760,0.0,76.0,20000000.0,2014.0,989.0,6.3,2.35,0,Good
2245,88.0,113.0,0.0,949.0,995.0,18882880.0,20539,4039,3.0,125.0,20000000.0,2007.0,975.0,5.9,2.35,681,Average
2246,13.0,98.0,15.0,281.0,691.0,8500000.0,2061,1761,0.0,34.0,20000000.0,1981.0,374.0,5.4,1.78,501,Average
2248,60.0,114.0,160.0,271.0,1000.0,18252684.0,18366,1816,2.0,219.0,30000000.0,1998.0,367.0,6.9,1.85,0,Good
2249,154.0,124.0,57.0,905.0,11000.0,19661987.0,83786,17050,2.0,231.0,20000000.0,2007.0,3000.0,7.5,2.35,0,Good
2250,274.0,148.0,0.0,826.0,17000.0,18352454.0,426359,18752,0.0,760.0,15000000.0,2007.0,882.0,8.2,2.35,76000,Very good
2251,110.0,108.0,480.0,579.0,970.0,17803796.0,26100,4374,1.0,97.0,20000000.0,2006.0,931.0,5.9,2.35,484,Average
2253,165.0,108.0,0.0,844.0,16000.0,25753840.0,219091,23296,2.0,592.0,19000000.0,1996.0,4000.0,7.3,1.85,12000,Good
2254,45.0,68.0,0.0,253.0,304.0,18081626.0,4180,861,0.0,32.0,20000000.0,2005.0,286.0,6.4,1.85,264,Good
2255,45.0,103.0,0.0,801.0,21000.0,17518220.0,9105,25263,1.0,76.0,20000000.0,1995.0,1000.0,6.6,1.85,0,Good
2258,43.0,88.0,0.0,939.0,3000.0,16988996.0,3875,8189,1.0,75.0,35000000.0,2002.0,968.0,4.0,1.85,422,Bad
2259,201.0,128.0,395.0,161.0,283.0,15797907.0,68119,904,0.0,230.0,20000000.0,2007.0,206.0,7.6,2.35,0,Good
2260,192.0,124.0,0.0,430.0,6000.0,16248701.0,189683,7567,0.0,559.0,20000000.0,2003.0,979.0,7.7,1.85,0,Good
2261,77.0,84.0,2.0,472.0,787.0,15712072.0,13210,2915,0.0,138.0,20000000.0,2004.0,555.0,5.8,2.35,269,Average
2262,350.0,122.0,308.0,10000.0,17000.0,191449475.0,348010,44061,1.0,1535.0,37000000.0,2008.0,12000.0,5.2,2.35,19000,Average
2263,81.0,101.0,13.0,499.0,651.0,15408822.0,14147,2698,3.0,92.0,20000000.0,2003.0,555.0,5.6,1.85,401,Average
2264,81.0,98.0,143.0,153.0,302.0,15464026.0,23076,1189,2.0,158.0,20000000.0,2000.0,216.0,5.3,1.85,1000,Average
2266,27.0,225.0,126.0,202.0,940.0,8000000.0,6484,1934,6.0,100.0,20000000.0,1965.0,208.0,6.6,2.76,1000,Good
2268,111.0,88.0,82.0,329.0,869.0,14174654.0,74945,2857,0.0,359.0,25000000.0,2008.0,624.0,1.9,1.85,0,Bad
2269,107.0,88.0,190.0,163.0,137000.0,15988876.0,26236,137712,6.0,110.0,27000000.0,2009.0,459.0,5.7,2.35,0,Average
2270,34.0,94.0,36.0,507.0,13000.0,13801755.0,23928,15183,1.0,100.0,20000000.0,1997.0,828.0,6.6,1.85,0,Good
2271,151.0,117.0,20.0,783.0,11000.0,13987482.0,58957,15713,1.0,91.0,20000000.0,2011.0,904.0,6.0,1.85,0,Average
2273,76.0,99.0,272.0,62.0,1000.0,12181484.0,26390,1189,1.0,176.0,40000000.0,2004.0,87.0,4.8,1.85,713,Average
2274,150.0,96.0,83.0,926.0,26000.0,13630226.0,112516,30541,0.0,223.0,20000000.0,2009.0,968.0,6.2,1.85,0,Good
2275,67.0,98.0,11000.0,967.0,1000.0,13383737.0,29385,4302,4.0,86.0,20000000.0,1994.0,979.0,7.5,1.85,979,Good
2276,36.0,123.0,6.0,85.0,541.0,13391174.0,5796,908,0.0,177.0,20000000.0,2006.0,249.0,6.3,2.35,0,Good
2278,156.0,102.0,563.0,385.0,12000.0,12469811.0,69172,13156,1.0,316.0,22000000.0,2005.0,442.0,6.6,1.85,0,Good
2279,64.0,94.0,394.0,565.0,922.0,12398628.0,21542,2880,2.0,88.0,20000000.0,2002.0,855.0,6.1,2.35,977,Good
2280,210.0,102.0,192.0,31.0,346.0,13214030.0,60516,500,3.0,147.0,20000000.0,2008.0,41.0,6.7,1.85,0,Good
2281,113.0,108.0,212.0,347.0,969.0,12232937.0,22823,2799,1.0,113.0,22000000.0,2009.0,794.0,5.6,2.35,0,Average
2283,5.0,93.0,18.0,181.0,400.0,11784000.0,6701,1151,0.0,26.0,20000000.0,1994.0,220.0,4.3,1.85,444,Average
2286,214.0,115.0,214.0,968.0,14000.0,12626905.0,32567,27214,3.0,106.0,20000000.0,2016.0,12000.0,6.3,2.35,0,Good
2287,104.0,96.0,11000.0,223.0,11000.0,10569071.0,35586,11867,2.0,131.0,20000000.0,1997.0,474.0,7.4,1.85,0,Good
2289,175.0,101.0,53.0,580.0,14000.0,13650738.0,61360,16926,1.0,129.0,20000000.0,2015.0,1000.0,6.6,2.35,25000,Good
2290,20.0,106.0,277.0,383.0,22000.0,10555348.0,17349,24887,0.0,42.0,20000000.0,1989.0,2000.0,6.0,2.35,855,Average
2291,69.0,101.0,11000.0,2.0,1000.0,9714482.0,30083,1614,0.0,140.0,20000000.0,1996.0,612.0,6.8,1.85,0,Good
2292,168.0,87.0,0.0,548.0,22000.0,8579684.0,89547,24324,0.0,199.0,9000000.0,2007.0,557.0,7.4,1.85,0,Good
2293,166.0,111.0,0.0,725.0,856.0,9525276.0,60156,3309,0.0,299.0,20000000.0,2007.0,742.0,6.8,2.35,0,Good
2294,160.0,99.0,52.0,148.0,22000.0,8855646.0,49855,23409,1.0,117.0,21000000.0,2009.0,1000.0,7.2,2.35,10000,Good
2297,53.0,91.0,10.0,436.0,716.0,8104069.0,9785,2700,3.0,26.0,20000000.0,2007.0,537.0,4.5,1.85,233,Average
2298,76.0,108.0,54.0,463.0,786.0,8054280.0,6838,2730,3.0,117.0,20000000.0,2004.0,567.0,6.3,1.85,924,Good
2300,401.0,148.0,0.0,175.0,204.0,8093318.0,61935,707,0.0,242.0,20000000.0,2014.0,178.0,6.7,1.85,18000,Good
2301,31.0,77.0,3.0,593.0,787.0,7382993.0,3851,2185,0.0,114.0,20000000.0,2006.0,690.0,2.8,1.85,346,Bad
2302,65.0,110.0,9.0,826.0,997.0,8888355.0,7894,3177,19.0,25.0,20000000.0,2013.0,941.0,5.0,1.85,0,Average
2304,45.0,83.0,119.0,633.0,885.0,7001720.0,8560,2907,2.0,205.0,12000000.0,2008.0,816.0,4.3,2.35,797,Average
2307,58.0,87.0,29.0,522.0,1000.0,6563357.0,18571,4218,4.0,120.0,20000000.0,2008.0,794.0,5.3,2.35,847,Average
2311,232.0,100.0,0.0,407.0,21000.0,5480996.0,89383,39507,0.0,293.0,8700000.0,2006.0,18000.0,7.1,1.85,0,Good
2312,116.0,116.0,150.0,956.0,18000.0,6002756.0,24997,21200,2.0,75.0,20000000.0,2012.0,1000.0,7.2,1.85,13000,Good
2314,79.0,111.0,650.0,181.0,690.0,5205343.0,11958,1573,3.0,39.0,20000000.0,2009.0,224.0,6.4,2.35,1000,Good
2315,167.0,100.0,143.0,430.0,829.0,5005883.0,29649,2295,1.0,361.0,20000000.0,2004.0,681.0,6.1,1.85,0,Good
2316,350.0,125.0,78.0,745.0,1000.0,5749134.0,45799,3979,0.0,180.0,20000000.0,2014.0,969.0,7.0,2.35,0,Good
2318,99.0,119.0,18.0,9.0,20.0,4234040.0,14301,64,0.0,45.0,20000000.0,2008.0,18.0,7.0,2.35,0,Good
2319,231.0,135.0,162.0,228.0,23000.0,4001121.0,48346,36398,0.0,230.0,20000000.0,2007.0,13000.0,7.0,2.35,0,Good
2320,119.0,93.0,19.0,619.0,15000.0,3749061.0,28629,30134,3.0,113.0,20000000.0,2012.0,13000.0,4.9,2.35,0,Average
2321,182.0,114.0,0.0,446.0,975.0,3519627.0,41737,3014,4.0,105.0,20000000.0,2008.0,877.0,6.9,2.35,0,Good
2322,245.0,124.0,0.0,631.0,22000.0,3081925.0,55842,24732,0.0,274.0,21000000.0,2008.0,1000.0,7.5,2.35,13000,Good
2325,26.0,124.0,42.0,161.0,801.0,2000000.0,2998,1462,0.0,74.0,20000000.0,1980.0,174.0,4.5,2.35,1000,Average
2327,27.0,118.0,14.0,400.0,2000.0,2246000.0,2302,3384,4.0,20.0,20000000.0,2015.0,769.0,7.0,2.35,0,Good
2328,28.0,80.0,121.0,587.0,836.0,1646664.0,4518,2467,2.0,66.0,20000000.0,2003.0,624.0,2.8,1.85,241,Bad
2329,146.0,107.0,110.0,722.0,23000.0,1190018.0,261317,25088,2.0,1137.0,20000000.0,2002.0,876.0,7.5,2.35,20000,Good
2331,93.0,115.0,115.0,977.0,9000.0,882710.0,16215,11433,2.0,138.0,24000000.0,2000.0,1000.0,6.4,2.35,401,Good
2333,131.0,122.0,11000.0,188.0,11000.0,531009.0,7976,22319,0.0,61.0,10000000.0,2015.0,11000.0,5.3,2.35,0,Average
2335,21.0,101.0,25.0,407.0,18000.0,375474.0,2613,20354,0.0,46.0,20000000.0,2005.0,723.0,6.2,2.35,445,Good
2337,9.0,107.0,58.0,324.0,699.0,305070.0,3843,1592,1.0,25.0,20000000.0,1994.0,533.0,6.4,2.35,399,Good
2340,138.0,107.0,14.0,311.0,403.0,1183354.0,13026,1577,1.0,75.0,20000000.0,2010.0,368.0,5.1,2.35,0,Average
2341,42.0,100.0,3.0,442.0,14000.0,121972.0,9868,15612,3.0,81.0,22000000.0,2002.0,506.0,5.5,1.85,217,Average
2343,92.0,110.0,278.0,181.0,3000.0,263365.0,6147,3785,2.0,36.0,20000000.0,2010.0,602.0,5.4,2.35,0,Average
2356,92.0,236.0,0.0,232.0,933.0,184208848.0,186485,2398,1.0,382.0,22000000.0,1990.0,839.0,8.0,2.35,0,Good
2357,286.0,97.0,52.0,384.0,3000.0,100292856.0,160418,5547,0.0,296.0,20000000.0,2011.0,957.0,5.7,1.85,16000,Average
2358,43.0,113.0,17.0,551.0,14000.0,58571513.0,30213,15914,1.0,112.0,19000000.0,1989.0,599.0,6.8,1.85,0,Good
2359,69.0,95.0,15.0,528.0,1000.0,51431160.0,62861,3092,2.0,232.0,20000000.0,2004.0,852.0,5.9,1.85,0,Average
2360,242.0,103.0,0.0,157.0,611.0,103001286.0,222018,1212,0.0,869.0,15000000.0,1996.0,422.0,7.2,2.35,11000,Good
2361,149.0,91.0,17.0,670.0,1000.0,41867960.0,65512,3023,0.0,478.0,20000000.0,2001.0,795.0,5.5,1.33,0,Average
2363,198.0,116.0,0.0,459.0,1000.0,210609762.0,732212,3230,0.0,809.0,19000000.0,1985.0,690.0,8.5,1.18,39000,Very good
2364,147.0,93.0,37.0,545.0,885.0,40846082.0,45317,2872,0.0,536.0,19000000.0,1999.0,828.0,5.6,1.37,0,Average
2365,36.0,113.0,0.0,256.0,607.0,51697449.0,8346,1465,6.0,59.0,13000000.0,2009.0,269.0,4.1,1.85,1000,Average
2367,181.0,101.0,8.0,110.0,544.0,27758465.0,77987,1292,2.0,120.0,19000000.0,2010.0,449.0,6.1,2.35,0,Good
2368,97.0,95.0,189.0,306.0,500.0,56127162.0,57479,2020,2.0,205.0,18000000.0,2003.0,308.0,5.4,1.85,0,Average
2372,308.0,101.0,42.0,219.0,991.0,39103378.0,93272,2609,0.0,251.0,20000000.0,2010.0,894.0,6.5,2.35,0,Good
2376,252.0,131.0,33.0,326.0,876.0,21483154.0,98741,1985,1.0,236.0,19000000.0,2013.0,526.0,7.6,2.35,53000,Good
2377,102.0,129.0,51.0,630.0,948.0,8396942.0,72715,4324,1.0,103.0,19000000.0,2008.0,822.0,6.5,1.85,0,Good
2378,134.0,100.0,14.0,356.0,3000.0,12561.0,71276,4094,2.0,181.0,19000000.0,2010.0,547.0,6.4,2.35,13000,Good
2380,136.0,97.0,31.0,562.0,2000.0,6923891.0,43867,5519,4.0,83.0,23000000.0,2011.0,2000.0,6.3,2.35,0,Good
2382,10.0,92.0,22.0,0.0,2.0,2119994.0,1153,2,0.0,15.0,19000000.0,1993.0,0.0,5.7,1.85,238,Average
2385,220.0,90.0,15.0,16000.0,87000.0,64255243.0,80903,120797,0.0,518.0,19000000.0,2005.0,17000.0,6.0,2.35,0,Average
2386,241.0,81.0,0.0,836.0,12000.0,22245861.0,143251,25489,0.0,710.0,19000000.0,2002.0,11000.0,7.7,1.85,0,Good
2389,156.0,118.0,0.0,551.0,40000.0,10562387.0,213226,43105,0.0,648.0,18500000.0,1998.0,693.0,7.7,2.35,15000,Good
2390,192.0,100.0,0.0,985.0,3000.0,18439082.0,94292,7252,3.0,287.0,18500000.0,2009.0,2000.0,6.4,1.85,13000,Good
2391,351.0,97.0,89.0,329.0,920.0,150056505.0,216581,2771,3.0,397.0,18000000.0,2014.0,798.0,6.4,2.35,21000,Good
2392,57.0,114.0,55.0,360.0,789.0,119938730.0,265818,2085,0.0,213.0,18000000.0,1994.0,424.0,6.9,1.85,0,Good
2393,99.0,130.0,545.0,697.0,15000.0,114968774.0,153468,28018,1.0,204.0,18000000.0,1988.0,11000.0,7.3,1.85,0,Good
2394,343.0,82.0,119.0,6.0,332.0,128505958.0,297014,505,1.0,1198.0,18000000.0,2006.0,165.0,7.3,1.85,0,Good
2395,163.0,96.0,126.0,584.0,2000.0,95001351.0,131801,4380,1.0,548.0,18000000.0,2001.0,788.0,6.2,2.35,0,Good
2396,110.0,105.0,12000.0,643.0,12000.0,76400000.0,58743,14762,1.0,192.0,17000000.0,1984.0,664.0,6.6,2.35,0,Good
2397,233.0,122.0,301.0,457.0,1000.0,75072454.0,96569,2759,0.0,522.0,20000000.0,2005.0,539.0,6.7,2.35,0,Good
2398,91.0,88.0,31.0,489.0,1000.0,65535067.0,59380,2604,1.0,202.0,17000000.0,1999.0,489.0,5.7,1.85,0,Average
2399,169.0,110.0,179.0,734.0,12000.0,13998282.0,24854,15044,1.0,374.0,16000000.0,2014.0,1000.0,3.1,2.35,31000,Bad
